Company,Quarter,X1,X2,X3,X4,X5,OCF_TA,Interest_Coverage,Debt_Assets,Repo_Rate,Leverage_Repo,Stress_Label,shap_X1,shap_X2,shap_X3,shap_X4,shap_X5,shap_OCF_TA,shap_Interest_Coverage,shap_Debt_Assets,shap_Repo_Rate,shap_Leverage_Repo,predicted_probability,predicted_label,risk_category
Adani Enterprises,2016-09-30,0.4613528080335927,0.6613361824743895,0.0775788457357824,4.476997854253031,0.4186389419162359,0.0717694757391251,2.5563115774674365,0.2980454332791091,5.0,0.1490227166395545,0,-0.139217,-0.614943,-0.388159,-1.408444,-0.603997,-0.351007,-0.970515,-1.058151,0.0,-0.196176,0.0044820337,0,Very Safe
Adani Enterprises,2016-12-31,0.3661816086688422,0.7191816247333738,0.1067267387360282,4.899825851155273,0.4869661358056779,0.0894032612459838,2.682074921570821,0.3732221600831443,5.0,0.1866110800415721,0,-0.167388,-1.455734,-0.404863,-1.346774,-0.347433,-0.209258,-0.949558,-0.956864,0.0,-0.196176,0.0033128525,0,Very Safe
Adani Enterprises,2017-03-31,0.4383824629470577,0.9860995458750488,0.0926330423064844,7.289072347263947,0.496736071085068,0.0859850075066688,3.087825756274392,0.2984837627774421,5.0,0.149241881388721,0,-0.175929,-1.906712,-0.387597,-1.242468,-0.352718,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0028255885,0,Very Safe
Adani Enterprises,2017-06-30,0.4264121528319154,0.9595158993995914,0.1215528440618085,4.905581681780361,0.5296894852475243,0.1291390294198726,3.5953148364627507,0.3251919819281328,5.0,0.1625959909640664,0,-0.175909,-1.892142,-0.391535,-1.273772,-0.311825,-0.164639,-0.899357,-0.870472,0.0,-0.206339,0.0028472007,0,Very Safe
Adani Enterprises,2017-09-30,0.4790487681400945,0.9884439527496516,0.1159062287054894,5.898091696097705,0.5877300206160915,0.103902834011167,4.749227167542483,0.2968388851233626,5.0,0.1484194425616813,0,-0.176161,-1.870159,-0.416086,-1.267631,0.377385,-0.161879,-0.956696,-0.831717,0.0,-0.205603,0.0055902484,0,Very Safe
Adani Enterprises,2017-12-31,0.4004706589079542,1.1971597745308664,0.1394356052053264,9.084486127722252,0.6542544171241865,0.1354081747384819,4.963015115199965,0.3758709885257877,5.0,0.1879354942628938,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Adani Enterprises,2018-03-31,0.3100606231103476,1.131566140924711,0.0945593834423487,5.367997879506459,0.458937607549362,0.0911252267530264,3.384013363888921,0.3950192037795301,5.0,0.197509601889765,0,-0.150831,-1.917888,-0.370138,-1.242468,-0.342631,-0.22005,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Adani Enterprises,2018-06-30,0.4724756906142507,1.0975055470595385,0.1129767666738702,7.574842212313799,0.4968719611349673,0.1100603763009722,3.504358603761128,0.3161201619940004,5.0,0.1580600809970002,0,-0.175929,-1.906712,-0.387597,-1.242468,-0.352718,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0028255885,0,Very Safe
Adani Enterprises,2018-09-30,0.4484870651011046,1.513049071066349,0.1400631673499548,8.800104353168976,0.5061941659871164,0.1451331390391854,5.845062443464617,0.3136350419017406,5.0,0.1568175209508703,0,-0.175909,-1.886836,-0.387597,-1.261807,-0.186524,-0.179418,-0.899357,-0.857956,0.0,-0.20109,0.0033047916,0,Very Safe
Adani Enterprises,2018-12-31,0.4091081903372915,1.4667504070431092,0.1176098288966988,10.05427566490572,0.6491450203029212,0.1117786093344601,3.804403009421259,0.3305779157913261,5.0,0.165288957895663,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Adani Enterprises,2019-03-31,0.5379140995813565,0.9744041010487604,0.0946134413256894,6.084867499678732,0.43046161090086,0.0885015092896003,4.443357427114711,0.2583945452487012,5.0,0.1291972726243506,0,-0.159423,-1.873027,-0.362296,-1.263834,-0.527084,-0.243235,-0.861143,-0.848988,0.0,-0.20109,0.0024415036,0,Very Safe
Adani Enterprises,2019-06-30,0.4393171300262691,1.0306069774445108,0.1085851476574076,4.448253732440263,0.4128425628010344,0.1008893460593406,3.717039426414953,0.3460473426942053,5.0,0.1730236713471026,0,-0.159423,-1.873027,-0.362296,-1.263834,-0.47014,-0.243235,-0.861143,-0.848988,0.0,-0.20109,0.002584197,0,Very Safe
Adani Enterprises,2019-09-30,0.4933080733856886,1.5166352405542942,0.0852827065991878,6.690877160054546,0.4718999850603819,0.0855519626189503,3.701251919245781,0.2787383214523468,5.0,0.1393691607261734,0,-0.155637,-1.917708,-0.374595,-1.242468,-0.359429,-0.19417,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Adani Enterprises,2019-12-31,0.4442003866423568,1.865021264601591,0.1695664972224574,5.057105800151969,0.647045427550195,0.1864170899382367,5.385824657727325,0.4191252600230036,5.0,0.2095626300115018,0,-0.180369,-1.883359,-0.397492,-1.281184,0.679071,-0.169521,-0.950632,-0.805428,0.0,-0.190991,0.007748458,0,Very Safe
Adani Enterprises,2020-03-31,0.456931198494426,1.2162706530923904,0.0748479548622445,5.186705503839922,0.4038098290548193,0.0718265929279346,2.4844739090568466,0.3062520040760949,5.0,0.1531260020380474,0,-0.159423,-1.868371,-0.362296,-1.259177,-0.479452,-0.243235,-0.861143,-0.848988,0.0,-0.20109,0.002584197,0,Very Safe
Adani Enterprises,2020-06-30,0.3755489989205016,1.2199024339125837,0.0890780379380594,6.063341762015278,0.4871295985671853,0.0777377963670201,3.799064715667582,0.3006490726080502,5.0,0.1503245363040251,0,-0.165538,-1.907163,-0.381408,-1.242468,-0.338345,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0029128415,0,Very Safe
Adani Enterprises,2020-09-30,0.2758051555712671,1.643087223985103,0.1627666591104759,5.748461518266501,0.6293253618721838,0.1505778157469004,5.23285432019718,0.3887984216778552,5.0,0.1943992108389276,0,-0.130554,-1.886886,-0.398679,-1.285385,0.693267,-0.160073,-0.961837,-0.807369,0.0,-0.190991,0.008153788,0,Very Safe
Adani Enterprises,2020-12-31,0.3553900168990547,1.2689378235162028,0.1360854940531229,6.328826825847095,0.6089905483748383,0.1467310337121699,3.888145036344976,0.3909591672264373,5.0,0.1954795836132186,0,-0.176161,-1.889572,-0.416086,-1.267631,0.415778,-0.179429,-0.96095,-0.828821,0.0,-0.205603,0.005590651,0,Very Safe
Adani Enterprises,2021-03-31,0.2955268519369844,1.7833739804594606,0.1064560182497053,7.222722743425774,0.437410366841207,0.1135168257395888,3.10977232408952,0.3253899943372544,5.0,0.1626949971686272,0,-0.149092,-1.882053,-0.367972,-1.263834,-0.401656,-0.243765,-0.87219,-0.848064,0.0,-0.20109,0.0027257213,0,Very Safe
Adani Enterprises,2021-06-30,0.4882976507767529,1.5132795882938537,0.1037857561137654,5.350025381725627,0.4313054281024923,0.111190058019435,3.795096762262995,0.3232506011996948,5.0,0.1616253005998474,0,-0.159423,-1.873027,-0.362296,-1.263834,-0.527084,-0.243235,-0.861143,-0.848988,0.0,-0.20109,0.0024415036,0,Very Safe
Adani Enterprises,2021-09-30,0.2348457009360916,1.477117794160968,0.1083839950463621,5.522518078374752,0.4321489921183793,0.1147380312238663,3.3350812971143915,0.4053720653796563,5.0,0.2026860326898281,0,0.004659,-1.930046,-0.380252,-1.255285,-0.406464,-0.230699,-0.876216,-0.845213,0.0,-0.197012,0.003051377,0,Very Safe
Adani Enterprises,2021-12-31,0.324079774811727,2.228433045745235,0.0988752746657352,2.613951019652872,0.4222395311402712,0.0952770902717489,2.4064013632475283,0.4286472294419893,5.0,0.2143236147209946,0,-0.147144,-1.972923,-0.362296,-0.567997,-0.528733,-0.229488,-0.861453,-0.861445,0.0,-0.20109,0.0044733016,0,Very Safe
Adani Enterprises,2022-03-31,0.4403233234793838,7.1161285437040105,0.1193730886456574,6.471471956364546,0.5981615709366476,0.100981758397028,3.584645790986844,0.3057427430282298,5.0,0.1528713715141149,0,-0.176161,-1.874413,-0.416086,-1.267631,0.403516,-0.179429,-0.96095,-0.831717,0.0,-0.205603,0.005590651,0,Very Safe
Adani Enterprises,2022-06-30,0.3253048757842984,1.0494365599203563,0.0910603145442139,4.919894713340191,0.4359734938394464,0.0954040221096912,2.080674522575501,0.407040573582565,5.0,0.2035202867912825,0,-0.149092,-1.882053,-0.367972,-1.263834,-0.401656,-0.243765,-0.87219,-0.848064,0.0,-0.20109,0.0027257213,0,Very Safe
Adani Enterprises,2022-09-30,0.3491276576636027,1.8940852883870896,0.1256743008227427,4.240550791754528,0.475957964494601,0.1321587361144433,4.802795636080508,0.3154753360230798,5.0,0.1577376680115399,0,-0.155637,-1.920486,-0.374595,-1.242468,-0.353872,-0.196949,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Adani Enterprises,2022-12-31,0.3986765543425231,2.742427940014336,0.1009998149948606,5.24381142662637,0.4669023642378567,0.0959720918604983,3.599065497477049,0.3443874731510589,5.0,0.1721937365755294,0,-0.155637,-1.917708,-0.374595,-1.242468,-0.359429,-0.19417,-0.866869,-0.8633,0.0,-0.20109,0.0028778103,0,Very Safe
Alok Industries,2014-03-31,0.2100258278213621,0.430813241969635,0.0247641260335988,0.5128624048558503,0.4705831421602598,0.0230990150426991,0.3835268848223337,0.7557047307145492,5.0,0.3778523653572746,0,0.023787,0.236632,-0.031744,0.541516,-0.528222,-0.367078,0.293497,-0.375388,0.0,-0.096672,0.5059377,1,Moderate Risk
Alok Industries,2014-06-30,0.2316384651409674,0.3737989152083278,0.0296320199871614,0.4382501726326553,0.4032797726967015,0.0249113772696677,0.5269654510678724,0.6296320072050317,5.0,0.3148160036025158,0,0.048671,0.518931,0.188002,0.510764,-0.574412,-0.356074,0.466235,-0.176695,0.0,0.008294,0.72335,1,High Risk
Alok Industries,2014-09-30,0.2689931004135459,0.4417040971873759,0.0194794971134076,0.7385770243552222,0.4793934686145562,0.0160970159774211,0.249666918362084,0.7515863263711527,5.0,0.3757931631855764,0,-0.055142,0.156313,-0.205755,-0.042424,-0.416739,0.313463,0.062021,-0.360492,0.0,-0.132476,0.41245925,0,Moderate Risk
Alok Industries,2014-12-31,0.1279709965835296,0.5207596682545259,0.0183695299537839,0.2543458017755999,0.5438202317055522,0.0151612370132442,0.2140617948740221,0.7879012170807856,5.0,0.3939506085403928,1,-0.105524,-0.022117,0.449884,0.091645,0.235246,0.386707,-0.132044,0.260493,0.0,0.052506,0.82407737,1,Severe Risk
Alok Industries,2015-03-31,0.2852548811794963,0.465804551217897,0.0234477411035755,0.5136493344581705,0.4755346144466886,0.0221767454025142,0.48043851831982,0.6724240051496929,5.0,0.3362120025748464,0,-0.182554,0.018129,-0.324287,0.586222,-0.535407,-0.403432,0.345662,0.000552,0.0,-0.003994,0.45718393,0,Moderate Risk
Alok Industries,2015-06-30,0.1266523259506019,0.5787592519035718,0.0348346733936813,0.8018435466598877,0.5861187440990561,0.0346825330326955,0.4787941292170945,0.6627515446935933,5.0,0.3313757723467966,0,-0.463013,-0.755575,0.103497,0.060595,0.580218,-0.100608,0.456937,-0.045536,0.0,-0.000103,0.54086685,1,Moderate Risk
Alok Industries,2015-09-30,0.2417071268446915,0.5683157710128087,0.0368312345036882,0.8999659855767743,0.5585966502132146,0.0308450975454502,0.4522565802071929,0.7925305519174419,5.0,0.3962652759587209,1,-0.002014,-0.650704,0.230018,0.136038,0.299134,0.465959,0.490863,0.498474,0.0,0.144968,0.87436974,1,Severe Risk
Alok Industries,2015-12-31,0.0436079222510738,0.5628153138810772,0.0185312398251539,0.2849448017793263,0.5727133663957877,0.0185158023888501,0.2858910723847514,0.7455023202204782,5.0,0.3727511601102391,1,-0.047494,-0.739747,0.429501,0.129562,0.661812,0.510677,0.512638,-0.485289,0.0,-0.052288,0.77674454,1,High Risk
Alok Industries,2016-03-31,0.2616206614205249,0.4436392394450783,0.0270138487761332,0.8081658722502472,0.4057227091396663,0.0218889310613618,0.4393665724319672,0.6056553892817751,5.0,0.3028276946408875,0,0.059005,0.181405,0.137647,0.005452,-0.658317,-0.329236,0.387167,-0.3085,0.0,-0.001144,0.45038927,0,Moderate Risk
Alok Industries,2016-06-30,0.1750044017427607,0.6771694168462316,0.0429605684832978,0.3508945446752547,0.6473047196020068,0.043178561147813,0.6733943471887226,0.7404885356274671,5.0,0.3702442678137335,0,-0.19025,-1.212266,0.148802,0.12152,0.860686,0.448841,-0.11127,-0.300597,0.0,-0.053161,0.5099311,1,Moderate Risk
Alok Industries,2016-09-30,0.0664266909109826,0.4400117013321439,0.0191331051093974,0.6448219035904722,0.4738413055473685,0.0171103729341184,0.3045233535341961,0.7437387213882142,5.0,0.3718693606941071,0,-0.186096,0.139598,-0.050376,0.719063,-0.418378,0.505072,0.348046,-0.412249,0.0,-0.101018,0.70497173,1,High Risk
Alok Industries,2016-12-31,0.1826212048654396,0.4332770719801698,0.0247166324799286,0.6117472075125735,0.4094364682105352,0.0251001782753222,0.3654439540732918,0.7523519792490762,5.0,0.3761759896245381,0,-0.107126,0.226411,-0.016562,0.719906,-0.603957,-0.302965,0.331553,-0.375812,0.0,-0.120271,0.51964045,1,Moderate Risk
Alok Industries,2017-03-31,0.1649018555907961,0.5305667561932629,0.0275971514642598,0.6176634330811824,0.5419445868961247,0.0292044195281007,0.4352243412054328,0.6936167222826384,5.0,0.3468083611413192,1,0.274641,-0.148251,0.174776,0.758273,-0.138526,0.472546,0.513126,0.088599,0.0,-0.024079,0.90875494,1,Severe Risk
Alok Industries,2017-06-30,0.137542320651654,0.6046376354099541,0.0410838456988914,0.9171484048588372,0.5251063312090831,0.0367568807145999,0.5455987985353289,0.7237097669549687,5.0,0.3618548834774843,0,-0.407861,-0.968667,0.141386,0.073719,-0.267209,0.07339,0.207661,-0.220622,0.0,-0.043312,0.25273257,0,Low Risk
Alok Industries,2017-09-30,0.1789734989323156,0.5841294176218849,0.0310561372847075,0.4392099649979295,0.536424655271792,0.0259659741851104,0.4984081766685985,0.7251666600556796,5.0,0.3625833300278398,0,-0.239009,-0.882153,0.133426,0.457854,-0.322558,-0.386278,0.396764,-0.208765,0.0,-0.050621,0.31563237,0,Low Risk
Alok Industries,2017-12-31,0.1564618804917512,0.5124501331783935,0.0308319237726911,0.7501811166795062,0.500350737762236,0.0249345871898722,0.438822591848641,0.8210260057370529,5.0,0.4105130028685264,1,0.459029,0.108665,0.187698,0.173861,-0.10116,-0.236436,0.512364,0.668567,0.0,0.087038,0.8990805,1,Severe Risk
Alok Industries,2018-03-31,0.164129560646208,0.4666474329341122,0.0185425062883138,0.6640280800271153,0.4265283726072064,0.0167872975656497,0.2270871195425404,0.7501365597502591,5.0,0.3750682798751295,0,0.30304,-0.077074,0.233666,0.086995,-0.722467,0.31454,-0.253954,-0.448713,0.0,-0.136668,0.40776506,0,Moderate Risk
Alok Industries,2018-06-30,0.2409126270195456,0.6754765109808958,0.0452879738826718,0.3174255440959899,0.6444949477823605,0.040288646691782,0.9913896327030493,0.6297735825466887,5.0,0.3148867912733443,0,0.051024,-1.095583,0.073582,0.081916,0.856969,0.485865,-0.695465,-0.189464,0.0,-0.049446,0.46178046,0,Moderate Risk
Alok Industries,2018-09-30,0.1223529503741035,0.6914302872060714,0.0221633642669116,0.5802902643096096,0.4503854867492371,0.0188484354937329,0.3453253149718667,0.8027794681851738,5.0,0.4013897340925869,1,-0.05791,-1.241758,-0.130864,0.824324,-0.256343,0.528511,0.353683,0.61099,0.0,0.120314,0.7461855,1,High Risk
Alok Industries,2018-12-31,0.1972862079421948,0.5530484194724063,0.0192976932182052,0.1885409506396602,0.4054075412466491,0.0176193790540585,0.2502378885710467,0.8121698911771391,5.0,0.4060849455885695,0,-0.121271,-0.909381,-0.077164,0.014996,-0.727729,0.362582,0.029074,0.333184,0.0,0.09078,0.33681846,0,Low Risk
Alok Industries,2019-03-31,0.1864763800048099,0.6785587152539089,0.0119861440888403,0.6602565042543481,0.5355816079656149,0.0110298964238535,0.2347121130365318,0.6312259763310506,5.0,0.3156129881655253,0,-0.065095,-1.32244,0.446926,0.173944,-0.29641,0.232488,0.010942,-0.082512,0.0,0.012592,0.36305195,0,Low Risk
Alok Industries,2019-06-30,0.2654629321277558,0.5980839880117438,0.0262510434419051,0.8393999568969293,0.4977589345824754,0.0284614220839708,0.4641425156468901,0.6790445127190522,5.0,0.3395222563595261,0,-0.002113,-1.07837,-0.030372,0.050164,-0.543981,0.226039,0.342023,0.012804,0.0,-0.004867,0.33153546,0,Low Risk
Alok Industries,2019-09-30,0.2344048712010201,0.4156172627168322,0.016021420585188,0.563007278821664,0.4030930811475632,0.0171730815019713,0.245407957785505,0.7566787700259622,5.0,0.3783393850129811,0,0.049538,0.277777,0.33234,0.748016,-0.659877,0.430832,0.090102,-0.397182,0.0,-0.12036,0.74623084,1,High Risk
Alok Industries,2019-12-31,0.0749973781173564,0.8186606060106155,0.0173917574916846,0.236721476354975,0.4923518022244571,0.0166072987334906,0.2410943741921213,0.8251288731157842,5.0,0.4125644365578921,0,0.011818,-2.81115,0.387093,0.086694,-0.357864,0.395841,-0.102951,0.540572,0.0,0.103829,0.1948664,0,Very Safe
Alok Industries,2020-03-31,0.3039005639776581,0.5511569399742918,0.0139060162642425,0.6554219594361229,0.4269826530099989,0.0147644063202485,0.2836105688277964,0.6854703305140287,5.0,0.3427351652570143,0,-0.203675,-0.84597,0.310499,0.690794,-0.746889,0.469134,0.484461,0.250519,0.0,0.026804,0.68202704,1,High Risk
Alok Industries,2020-06-30,0.2503056883681809,2.4170534484942787,0.0082679500650206,0.3893133912786083,0.4987459602927491,0.0067055064543072,0.1307090562919114,0.7179686466928228,5.0,0.3589843233464114,0,-0.12742,-3.182481,0.288745,0.427845,-0.398642,0.136203,-0.262813,-0.109007,0.0,-0.000951,0.052099407,0,Very Safe
Alok Industries,2020-09-30,0.1923008183706631,3.091088344847382,0.0094656275833385,0.5400386459530724,0.5074083097556489,0.0080329062506719,0.1273325989613642,0.8238403857131462,5.0,0.4119201928565731,0,-0.197038,-3.019993,0.318054,0.45218,-0.18779,0.187607,-0.278173,0.367573,0.0,0.070447,0.12349866,0,Very Safe
Alok Industries,2020-12-31,0.1772066762736818,3.5219705811442825,0.0077144489303209,0.8241201697029429,0.6301281597686237,0.0080729139926358,0.1002577191587401,0.717412230832906,5.0,0.358706115416453,0,-0.166719,-3.151832,0.360893,-0.055294,0.732067,0.094313,-0.211494,-0.165169,0.0,-0.037534,0.093354926,0,Very Safe
Alok Industries,2021-03-31,0.2927173523460062,3.864344177247573,0.0144582113965106,0.2720672677361047,0.4011287760839873,0.0118163715676415,0.1976655000599564,0.6915870461771662,5.0,0.3457935230885831,0,-0.247018,-2.938403,0.22195,0.0329,-0.543364,0.146394,-0.229889,0.051349,0.0,-0.009297,0.0396216,0,Very Safe
Alok Industries,2021-06-30,0.3267456656913705,2.3041079069096906,0.0052120168391835,0.6837036874709715,0.4384398391570135,0.0046624607620854,0.0841250208026608,0.6546951705656733,5.0,0.3273475852828366,0,-0.189004,-3.001585,0.260148,0.070101,-0.465828,0.134772,-0.211612,0.240358,0.0,0.07817,0.05968952,0,Very Safe
Alok Industries,2021-09-30,0.2327336739684223,1.91918031983762,0.0059357781515967,0.5416474303322976,0.4183371436784793,0.0059018168063398,0.0929309728607953,0.6007918285346001,5.0,0.3003959142673,0,-0.042978,-2.92254,0.266474,0.476445,-0.600089,0.190707,-0.177885,-0.347753,0.0,-0.13182,0.04917177,0,Very Safe
Alok Industries,2021-12-31,0.304292718784669,1.2315187503805614,0.0083783993372274,1.0345655140691596,0.5359917006055855,0.0072296283440643,0.148800874822793,0.6346976180877425,5.0,0.3173488090438712,0,-0.220731,-3.008232,0.339864,-0.344248,-0.313513,0.164331,-0.159883,-0.100371,0.0,0.044908,0.036598954,0,Very Safe
Alok Industries,2022-03-31,0.1666001169199597,9.524758425369816,0.0169515548439229,0.3820696330462426,0.5612141662122421,0.0171280367782488,0.2069623894654436,0.7472194992850759,5.0,0.3736097496425379,0,0.173098,-3.186768,0.389939,0.425916,0.194376,0.269118,-0.236968,-0.440232,0.0,-0.075788,0.10341109,0,Very Safe
Alok Industries,2022-06-30,0.2853737476641858,3.0414271985594885,0.010862556643174,0.8746236334262302,0.4797859170812366,0.0117550157699201,0.1647572438256148,0.609523177897382,5.0,0.304761588948691,0,-0.20698,-3.045892,0.329869,0.061845,-0.374141,0.175677,-0.155718,-0.138041,0.0,0.026094,0.04743207,0,Very Safe
Alok Industries,2022-09-30,0.0447398835548359,1.3663550094249732,0.007969352831452,0.2821663249151332,0.4049470654968085,0.0080217956589905,0.0912304300608965,0.829668293144491,5.0,0.4148341465722455,0,0.160076,-2.767986,0.258575,0.147783,-0.651084,0.196886,-0.27713,0.457685,0.0,0.104972,0.11478188,0,Very Safe
Alok Industries,2022-12-31,0.0713529554346301,5.346067202392854,0.0183943412485844,0.2833844031326262,0.6290984437413497,0.0178242806419713,0.2326791565276538,0.8201547080404223,5.0,0.4100773540202111,0,0.12698,-2.915634,0.322619,0.194099,0.735587,0.374094,-0.06393,0.411701,0.0,0.106321,0.40594888,0,Moderate Risk
Amtek Auto,2014-03-31,0.1120706221862952,0.5846568122901787,0.0198555942881421,0.6185694931776079,0.5324726397663571,0.017254944016947,0.4555773658577361,0.6193555658332098,5.0,0.3096777829166049,0,-0.320012,-0.733772,-0.12439,0.818988,-0.28346,0.463191,0.44445,-0.258724,0.0,-0.020835,0.5775834,1,Moderate Risk
Amtek Auto,2014-06-30,0.2103472561961323,0.5259877287731349,0.0290719575903741,0.2471046595431411,0.479508209700109,0.0286504751164136,0.4460371816042963,0.8336139216906954,5.0,0.4168069608453477,0,-0.073398,-0.270007,0.186655,0.029574,-0.50619,0.292462,0.442864,0.499779,0.0,0.051109,0.72716236,1,High Risk
Amtek Auto,2014-09-30,0.1345091275316903,0.6140214198926962,0.0295157726395802,0.7878072225998431,0.5471099801404062,0.0238378904677355,0.3939246337383061,0.7001637504432581,5.0,0.350081875221629,0,-0.420872,-1.019494,0.049036,0.009683,0.07705,-0.514333,0.289084,-0.073138,0.0,-0.086022,0.20398347,0,Low Risk
Amtek Auto,2014-12-31,0.2706625120508662,0.5488125429503226,0.0221887604001027,0.3527082434064197,0.4987372510989553,0.0198648747620192,0.4051314702901123,0.634252757172107,5.0,0.3171263785860535,0,-0.180674,-0.952835,-0.34841,0.060196,-0.600472,-0.114464,0.420801,-0.235482,0.0,-0.014871,0.16263041,0,Very Safe
Amtek Auto,2015-03-31,0.1895775686266579,0.5224719896872924,0.0344887637240828,0.8931574800796165,0.4600547501221711,0.0363151192420065,0.5869419008036326,0.6172143844018854,5.0,0.3086071922009427,0,-0.085587,-0.229139,0.150931,0.12585,-0.494921,0.009403,0.1838,-0.25242,0.0,-0.032998,0.4261305,0,Moderate Risk
Amtek Auto,2015-06-30,0.1935411237053996,0.7274423048505642,0.0172936893690391,0.6314183521385094,0.638336465632462,0.016147922519161,0.3485279158347784,0.6471849614246268,5.0,0.3235924807123134,1,-0.047401,-2.085226,0.533809,0.824332,0.879598,0.458879,0.437734,0.203443,0.0,0.095229,0.83587104,1,Severe Risk
Amtek Auto,2015-09-30,0.0054723707061445,0.6180935271804768,0.0338861132707659,0.788961927461651,0.5829469694290053,0.036210309061582,0.5654868818710858,0.8072156432918879,5.0,0.4036078216459439,1,0.063294,-0.728791,0.107587,0.125368,0.609321,0.13998,0.2671,0.59955,0.0,0.129399,0.8375667,1,Severe Risk
Amtek Auto,2015-12-31,0.3514277449349111,0.7096521323679608,0.0219169231225957,0.3800859440538776,0.6105188699838215,0.0215316484746795,0.3465955712035593,0.6555965440492221,5.0,0.327798272024611,0,-0.252958,-2.044491,-0.2893,0.456842,0.63497,-0.470739,0.277827,0.066468,0.0,0.07316,0.22779615,0,Low Risk
